product_id,category,our_cost,competitor_price,stock_level,historical_sales_volume,our_price,optimized_price,pricing_strategy,projected_profit_per_unit,total_projected_revenue
PROD_1069,Beauty,172.3,422.76,149,440,221.35,221.35,Hold Price,49.05,97394.0
PROD_1070,Electronics,55.02,33.78,118,218,84.03,63.27,Floor Protected (Min: $63.27),8.25,13792.86
PROD_1071,Sports,62.76,86.69,95,102,79.29,79.29,Hold Price,16.53,8087.58
PROD_1072,Sports,259.92,72.3,164,439,318.97,298.91,Floor Protected (Min: $298.91),38.99,131221.49
PROD_1073,Home & Living,284.37,330.8,100,151,453.24,453.24,Hold Price,168.87,68439.24
PROD_1074,Sports,118.26,370.74,114,443,179.88,179.88,Hold Price,61.62,79686.84
PROD_1075,Home & Living,88.52,107.88,104,413,110.58,106.88,Match & Undercut,18.36,44141.44
PROD_1076,Electronics,196.76,235.05,92,443,240.24,240.24,Hold Price,43.48,106426.32
PROD_1077,Beauty,128.53,380.71,91,121,230.56,230.56,Hold Price,102.03,27897.76
PROD_1078,Beauty,17.36,333.77,18,426,21.14,21.14,Hold Price,3.78,9005.64
PROD_1079,Beauty,55.28,250.87,19,384,81.08,81.08,Hold Price,25.8,31134.72
PROD_1080,Sports,217.63,271.8,174,68,327.05,270.8,Match & Undercut,53.17,18414.4
PROD_1081,Electronics,201.09,236.14,117,52,255.46,235.14,Match & Undercut,34.05,12227.28
PROD_1082,Sports,17.86,144.43,94,216,23.24,23.24,Hold Price,5.38,5019.84
PROD_1083,Sports,74.37,260.78,182,277,104.94,104.94,Hold Price,30.57,29068.38
PROD_1084,Electronics,77.01,314.67,92,305,127.61,127.61,Hold Price,50.6,38921.05
PROD_1085,Electronics,204.85,394.9,83,127,308.15,308.15,Hold Price,103.3,39135.05
PROD_1086,Electronics,15.72,291.79,69,29,24.88,24.88,Hold Price,9.16,721.52
PROD_1087,Electronics,40.19,346.09,194,231,71.98,71.98,Hold Price,31.79,16627.38
PROD_1088,Beauty,241.98,84.63,115,175,401.88,278.28,Floor Protected (Min: $278.28),36.3,48699.0
PROD_1089,Apparel,61.78,215.78,2,140,90.24,222.25,Increase (High Demand / Low Stock),160.47,31115.0
PROD_1090,Apparel,199.3,19.06,59,165,292.55,292.55,Hold Price,93.25,48270.75
PROD_1091,Electronics,79.07,122.31,155,193,124.24,121.31,Match & Undercut,42.24,23412.83
PROD_1092,Apparel,38.84,331.01,110,99,62.11,62.11,Hold Price,23.27,6148.89
PROD_1093,Apparel,80.52,446.44,149,103,120.81,120.81,Hold Price,40.29,12443.43
PROD_1094,Electronics,219.46,58.14,117,22,348.26,252.38,Floor Protected (Min: $252.38),32.92,5552.36
PROD_1095,Apparel,258.15,189.65,88,470,313.42,313.42,Hold Price,55.27,147307.4
PROD_1096,Sports,250.76,363.03,11,331,365.55,373.92,Increase (High Demand / Low Stock),123.16,123767.52
PROD_1097,Home & Living,125.18,103.76,60,302,171.17,171.17,Hold Price,45.99,51693.34
PROD_1098,Home & Living,203.74,256.46,42,442,260.28,260.28,Hold Price,56.54,115043.76
PROD_1099,Electronics,69.45,333.89,106,239,87.49,87.49,Hold Price,18.04,20910.11
PROD_1100,Beauty,95.01,282.95,134,331,148.4,148.4,Hold Price,53.39,49120.4
PROD_1101,Electronics,269.94,96.79,123,301,408.73,310.43,Floor Protected (Min: $310.43),40.49,93439.43
PROD_1102,Beauty,13.77,169.59,194,447,18.62,18.62,Hold Price,4.85,8323.14
PROD_1103,Home & Living,34.8,355.95,146,35,51.59,51.59,Hold Price,16.79,1805.65
PROD_1104,Electronics,70.29,256.09,23,84,105.11,105.11,Hold Price,34.82,8829.24
PROD_1105,Sports,17.69,17.27,99,465,23.3,23.3,Hold Price,5.61,10834.5
PROD_1106,Apparel,62.62,346.03,170,373,99.64,99.64,Hold Price,37.02,37165.72
PROD_1107,Beauty,179.08,30.36,69,433,298.8,298.8,Hold Price,119.72,129380.4
PROD_1108,Apparel,132.21,339.39,198,308,221.44,221.44,Hold Price,89.23,68203.52
PROD_1109,Apparel,268.87,103.08,140,159,419.84,309.2,Floor Protected (Min: $309.2),40.33,49162.8
PROD_1110,Electronics,247.06,431.76,57,157,372.32,372.32,Hold Price,125.26,58454.24
PROD_1111,Apparel,109.13,175.05,180,17,134.95,134.95,Hold Price,25.82,2294.15
PROD_1112,Sports,85.23,157.22,150,38,117.0,117.0,Hold Price,31.77,4446.0
PROD_1113,Apparel,120.11,79.77,100,305,150.85,150.85,Hold Price,30.74,46009.25
PROD_1114,Electronics,181.19,147.94,77,483,322.21,322.21,Hold Price,141.02,155627.43
PROD_1115,Sports,87.74,396.34,27,423,112.4,112.4,Hold Price,24.66,47545.2
PROD_1116,Home & Living,191.0,448.41,116,218,246.59,246.59,Hold Price,55.59,53756.62
PROD_1117,Apparel,128.73,175.21,148,137,223.19,174.21,Match & Undercut,45.48,23866.77
PROD_1118,Electronics,170.09,210.15,110,349,300.44,209.15,Match & Undercut,39.06,72993.35
PROD_1119,Home & Living,136.48,329.1,189,125,226.49,226.49,Hold Price,90.01,28311.25
PROD_1120,Home & Living,95.4,400.5,48,448,114.79,114.79,Hold Price,19.39,51425.92
PROD_1121,Beauty,285.05,272.97,72,153,342.29,342.29,Hold Price,57.24,52370.37
PROD_1122,Sports,231.45,185.31,155,439,330.25,266.17,Floor Protected (Min: $266.17),34.72,116848.63
PROD_1123,Apparel,50.63,194.49,41,327,65.11,65.11,Hold Price,14.48,21290.97
PROD_1124,Electronics,261.86,317.59,134,244,317.12,317.12,Hold Price,55.26,77377.28
PROD_1125,Beauty,151.36,16.4,150,16,223.78,174.06,Floor Protected (Min: $174.06),22.7,2784.96
PROD_1126,Sports,269.42,284.52,133,473,475.75,309.83,Floor Protected (Min: $309.83),40.41,146549.59
PROD_1127,Beauty,241.96,169.64,24,54,337.36,337.36,Hold Price,95.4,18217.44
PROD_1128,Sports,133.31,360.48,107,452,212.85,212.85,Hold Price,79.54,96208.2
PROD_1129,Sports,16.52,55.45,85,248,26.29,26.29,Hold Price,9.77,6519.92
PROD_1130,Apparel,87.92,270.87,144,449,118.75,118.75,Hold Price,30.83,53318.75
PROD_1131,Sports,167.07,224.22,117,441,265.68,223.22,Match & Undercut,56.15,98440.02
PROD_1132,Beauty,193.71,294.41,110,164,257.13,257.13,Hold Price,63.42,42169.32
PROD_1133,Sports,84.79,43.21,137,190,107.96,97.51,Floor Protected (Min: $97.51),12.72,18526.9
PROD_1134,Apparel,50.41,267.29,42,224,81.71,81.71,Hold Price,31.3,18303.04
PROD_1135,Apparel,252.13,259.25,113,97,319.72,289.95,Floor Protected (Min: $289.95),37.82,28125.15
PROD_1136,Beauty,295.48,258.89,148,265,531.32,339.8,Floor Protected (Min: $339.8),44.32,90047.0
PROD_1137,Home & Living,162.45,277.52,113,82,212.82,212.82,Hold Price,50.37,17451.24
PROD_1138,Home & Living,59.79,309.26,104,428,93.06,93.06,Hold Price,33.27,39829.68
PROD_1139,Sports,88.97,365.17,47,188,128.72,128.72,Hold Price,39.75,24199.36
PROD_1140,Electronics,15.33,132.37,157,221,19.56,19.56,Hold Price,4.23,4322.76
PROD_1141,Sports,275.15,373.9,69,302,334.78,334.78,Hold Price,59.63,101103.56
PROD_1142,Beauty,44.15,231.74,123,243,69.48,69.48,Hold Price,25.33,16883.64
PROD_1143,Beauty,177.19,48.52,16,474,298.4,298.4,Hold Price,121.21,141441.6
PROD_1144,Beauty,89.48,40.47,166,248,152.58,102.9,Floor Protected (Min: $102.9),13.42,25519.2
PROD_1145,Beauty,170.71,160.39,130,232,254.29,196.32,Floor Protected (Min: $196.32),25.61,45546.24
PROD_1146,Beauty,198.91,356.43,196,128,331.48,331.48,Hold Price,132.57,42429.44
PROD_1147,Apparel,250.63,322.84,112,322,401.94,321.84,Match & Undercut,71.21,103632.48
PROD_1148,Home & Living,69.86,358.05,25,273,114.19,114.19,Hold Price,44.33,31173.87
PROD_1149,Beauty,13.19,240.01,28,216,19.73,19.73,Hold Price,6.54,4261.68
PROD_1150,Electronics,49.7,206.49,41,104,78.53,78.53,Hold Price,28.83,8167.12
PROD_1151,Electronics,271.01,79.14,192,382,456.2,311.66,Floor Protected (Min: $311.66),40.65,119054.12
PROD_1152,Electronics,263.43,157.76,190,231,379.0,302.94,Floor Protected (Min: $302.94),39.51,69979.14
PROD_1153,Electronics,183.25,203.8,165,375,308.52,210.74,Floor Protected (Min: $210.74),27.49,79027.5
PROD_1154,Apparel,184.15,53.54,25,285,286.39,286.39,Hold Price,102.24,81621.15
PROD_1155,Electronics,202.86,110.97,25,389,263.62,263.62,Hold Price,60.76,102548.18
PROD_1156,Beauty,60.86,275.23,5,240,73.93,283.49,Increase (High Demand / Low Stock),222.63,68037.6
PROD_1157,Sports,275.18,335.01,68,318,390.11,390.11,Hold Price,114.93,124054.98
PROD_1158,Electronics,131.44,449.28,35,128,200.84,200.84,Hold Price,69.4,25707.52
PROD_1159,Apparel,121.11,420.9,186,277,206.36,206.36,Hold Price,85.25,57161.72
PROD_1160,Apparel,160.49,294.52,178,442,204.86,204.86,Hold Price,44.37,90548.12
PROD_1161,Electronics,23.62,198.24,182,282,39.68,39.68,Hold Price,16.06,11189.76
PROD_1162,Sports,58.22,291.74,117,73,100.01,100.01,Hold Price,41.79,7300.73
PROD_1163,Electronics,224.03,356.76,24,307,289.09,289.09,Hold Price,65.06,88750.63
PROD_1164,Apparel,34.01,66.48,110,359,58.19,58.19,Hold Price,24.18,20890.21
PROD_1165,Home & Living,184.91,193.31,70,422,331.89,331.89,Hold Price,146.98,140057.58
PROD_1166,Beauty,81.15,380.31,96,412,132.77,132.77,Hold Price,51.62,54701.24
PROD_1167,Apparel,122.9,181.97,182,20,205.35,180.97,Match & Undercut,58.07,3619.4
PROD_1168,Electronics,93.72,263.76,63,107,168.38,168.38,Hold Price,74.66,18016.66
PROD_1169,Beauty,113.15,270.68,170,443,176.89,176.89,Hold Price,63.74,78362.27
PROD_1170,Electronics,218.52,95.25,58,80,302.59,302.59,Hold Price,84.07,24207.2
PROD_1171,Electronics,96.17,172.57,189,373,163.73,163.73,Hold Price,67.56,61071.29
PROD_1172,Home & Living,174.26,160.51,55,67,273.36,273.36,Hold Price,99.1,18315.12
PROD_1173,Beauty,148.05,26.4,71,299,229.29,229.29,Hold Price,81.24,68557.71
PROD_1174,Beauty,202.46,25.52,102,260,273.76,232.83,Floor Protected (Min: $232.83),30.37,60535.8
PROD_1175,Home & Living,281.68,376.79,58,285,465.84,465.84,Hold Price,184.16,132764.4
PROD_1176,Apparel,222.45,133.79,139,59,277.84,255.82,Floor Protected (Min: $255.82),33.37,15093.38
PROD_1177,Electronics,72.33,240.36,169,367,126.91,126.91,Hold Price,54.58,46575.97
PROD_1178,Sports,19.04,144.95,136,225,26.57,26.57,Hold Price,7.53,5978.25
PROD_1179,Electronics,86.06,424.2,104,403,109.87,109.87,Hold Price,23.81,44277.61
PROD_1180,Electronics,182.57,127.79,167,425,267.54,209.96,Floor Protected (Min: $209.96),27.39,89233.0
PROD_1181,Apparel,24.91,201.9,86,61,30.53,30.53,Hold Price,5.62,1862.33
PROD_1182,Electronics,153.95,394.64,62,280,247.98,247.98,Hold Price,94.03,69434.4
PROD_1183,Home & Living,183.08,381.24,4,494,318.86,392.68,Increase (High Demand / Low Stock),209.6,193983.92
PROD_1184,Home & Living,106.93,95.95,129,93,182.03,122.97,Floor Protected (Min: $122.97),16.04,11436.21
PROD_1185,Beauty,233.56,364.15,180,396,298.12,298.12,Hold Price,64.56,118055.52
PROD_1186,Sports,40.91,214.31,87,302,52.19,52.19,Hold Price,11.28,15761.38
PROD_1187,Electronics,31.79,225.09,48,135,53.66,53.66,Hold Price,21.87,7244.1
PROD_1188,Electronics,221.17,73.06,197,305,388.05,254.35,Floor Protected (Min: $254.35),33.18,77576.75
PROD_1189,Apparel,153.69,50.06,77,81,226.91,226.91,Hold Price,73.22,18379.71
PROD_1190,Home & Living,209.64,331.65,39,305,314.33,314.33,Hold Price,104.69,95870.65
PROD_1191,Sports,136.1,230.96,165,245,189.31,189.31,Hold Price,53.21,46380.95
PROD_1192,Beauty,81.46,205.03,170,65,141.46,141.46,Hold Price,60.0,9194.9
PROD_1193,Home & Living,247.54,332.34,198,416,392.83,331.34,Match & Undercut,83.8,137837.44
PROD_1194,Beauty,241.83,348.0,142,369,332.02,332.02,Hold Price,90.19,122515.38
PROD_1195,Apparel,211.46,84.13,88,404,291.66,291.66,Hold Price,80.2,117830.64
PROD_1196,Apparel,88.92,280.45,59,119,154.25,154.25,Hold Price,65.33,18355.75
PROD_1197,Electronics,181.17,73.88,51,201,218.89,218.89,Hold Price,37.72,43996.89
PROD_1198,Sports,114.68,341.85,31,401,159.82,159.82,Hold Price,45.14,64087.82
PROD_1199,Beauty,36.56,300.78,191,102,56.03,56.03,Hold Price,19.47,5715.06
PROD_1200,Home & Living,276.02,431.13,102,359,355.77,355.77,Hold Price,79.75,127721.43
PROD_1201,Apparel,49.68,45.0,26,65,62.36,62.36,Hold Price,12.68,4053.4
PROD_1202,Electronics,285.57,39.82,113,69,482.38,328.41,Floor Protected (Min: $328.41),42.84,22660.29
PROD_1203,Electronics,139.34,137.75,156,147,241.98,160.24,Floor Protected (Min: $160.24),20.9,23555.28
PROD_1204,Beauty,63.69,128.84,180,48,107.9,107.9,Hold Price,44.21,5179.2
PROD_1205,Apparel,167.15,122.44,186,37,290.72,192.22,Floor Protected (Min: $192.22),25.07,7112.14
PROD_1206,Sports,263.15,409.22,127,58,403.11,403.11,Hold Price,139.96,23380.38
PROD_1207,Apparel,222.35,123.55,124,429,375.18,255.7,Floor Protected (Min: $255.7),33.35,109695.3
PROD_1208,Beauty,243.9,133.3,48,134,348.88,348.88,Hold Price,104.98,46749.92
PROD_1209,Beauty,201.05,345.34,119,22,321.63,321.63,Hold Price,120.58,7075.86
PROD_1210,Apparel,210.76,210.64,40,489,377.96,377.96,Hold Price,167.2,184822.44
PROD_1211,Beauty,256.27,352.87,17,45,342.23,342.23,Hold Price,85.96,15400.35
PROD_1212,Apparel,82.4,43.43,23,110,118.16,118.16,Hold Price,35.76,12997.6
PROD_1213,Home & Living,151.93,227.09,55,291,226.08,226.08,Hold Price,74.15,65789.28
PROD_1214,Apparel,74.15,29.62,150,95,95.12,85.27,Floor Protected (Min: $85.27),11.12,8100.65
PROD_1215,Apparel,296.42,42.25,17,13,370.12,370.12,Hold Price,73.7,4811.56
PROD_1216,Beauty,283.78,409.3,60,232,481.81,481.81,Hold Price,198.03,111779.92
PROD_1217,Beauty,21.43,75.57,32,347,38.28,38.28,Hold Price,16.85,13283.16
PROD_1218,Electronics,214.62,246.6,171,457,309.66,246.81,Floor Protected (Min: $246.81),32.19,112792.17
PROD_1219,Electronics,278.32,193.83,33,175,348.62,348.62,Hold Price,70.3,61008.5
PROD_1220,Home & Living,62.37,166.09,188,392,77.31,77.31,Hold Price,14.94,30305.52
PROD_1221,Electronics,174.7,406.43,163,353,303.07,303.07,Hold Price,128.37,106983.71
PROD_1222,Apparel,275.49,24.49,10,392,407.25,316.81,Floor Protected (Min: $316.81),41.32,124189.52
PROD_1223,Beauty,19.84,303.75,140,385,27.62,27.62,Hold Price,7.78,10633.7
PROD_1224,Electronics,212.25,434.08,11,480,315.38,447.1,Increase (High Demand / Low Stock),234.85,214608.0
PROD_1225,Electronics,96.23,258.67,18,287,133.85,133.85,Hold Price,37.62,38414.95
PROD_1226,Home & Living,278.07,422.52,69,139,415.28,415.28,Hold Price,137.21,57723.92
PROD_1227,Home & Living,291.61,37.73,49,40,500.33,500.33,Hold Price,208.72,20013.2
PROD_1228,Apparel,283.84,197.18,181,384,441.48,326.42,Floor Protected (Min: $326.42),42.58,125345.28
PROD_1229,Beauty,147.52,128.17,112,20,238.51,169.65,Floor Protected (Min: $169.65),22.13,3393.0
PROD_1230,Home & Living,259.99,332.91,154,485,368.87,331.91,Match & Undercut,71.92,160976.35
PROD_1231,Electronics,254.92,441.86,124,311,418.86,418.86,Hold Price,163.94,130265.46
PROD_1232,Beauty,102.54,126.59,150,105,164.06,125.59,Match & Undercut,23.05,13186.95
PROD_1233,Beauty,250.39,299.57,102,199,318.43,298.57,Match & Undercut,48.18,59415.43
PROD_1234,Electronics,20.73,101.17,103,462,32.0,32.0,Hold Price,11.27,14784.0
PROD_1235,Home & Living,182.92,260.92,66,201,247.68,247.68,Hold Price,64.76,49783.68
PROD_1236,Electronics,76.7,216.81,192,495,129.04,129.04,Hold Price,52.34,63874.8
PROD_1237,Beauty,44.96,437.82,52,275,65.44,65.44,Hold Price,20.48,17996.0
PROD_1238,Sports,32.32,279.71,37,433,58.07,58.07,Hold Price,25.75,25144.31
PROD_1239,Sports,211.92,167.04,82,137,266.07,266.07,Hold Price,54.15,36451.59
PROD_1240,Apparel,108.56,64.63,128,247,181.1,124.84,Floor Protected (Min: $124.84),16.28,30835.48
PROD_1241,Electronics,220.18,80.79,89,417,353.22,353.22,Hold Price,133.04,147292.74
PROD_1242,Electronics,28.95,113.01,195,364,48.07,48.07,Hold Price,19.12,17497.48
PROD_1243,Apparel,101.43,124.17,105,437,140.43,123.17,Match & Undercut,21.74,53825.29
PROD_1244,Apparel,166.45,385.02,16,121,248.88,248.88,Hold Price,82.43,30114.48
PROD_1245,Apparel,239.31,259.13,97,325,401.54,401.54,Hold Price,162.23,130500.5
PROD_1246,Beauty,102.44,242.68,168,455,137.22,137.22,Hold Price,34.78,62435.1
PROD_1247,Electronics,191.51,64.92,124,352,255.78,220.24,Floor Protected (Min: $220.24),28.73,77524.48
PROD_1248,Beauty,266.93,389.16,199,154,408.57,388.16,Match & Undercut,121.23,59776.64
PROD_1249,Apparel,188.6,329.42,2,74,285.57,285.57,Hold Price,96.97,21132.18
PROD_1250,Electronics,77.56,44.44,152,256,106.21,89.19,Floor Protected (Min: $89.19),11.63,22832.64
PROD_1251,Beauty,17.08,322.91,123,232,23.55,23.55,Hold Price,6.47,5463.6
PROD_1252,Beauty,262.33,251.44,168,488,358.53,301.68,Floor Protected (Min: $301.68),39.35,147219.84
PROD_1253,Apparel,16.17,50.55,127,499,26.89,26.89,Hold Price,10.72,13418.11
PROD_1254,Electronics,263.66,214.36,58,322,419.52,419.52,Hold Price,155.86,135085.44
PROD_1255,Apparel,163.39,225.84,82,448,277.67,277.67,Hold Price,114.28,124396.16
PROD_1256,Electronics,282.33,87.11,163,115,504.04,324.68,Floor Protected (Min: $324.68),42.35,37338.2
PROD_1257,Sports,241.65,426.38,170,190,358.73,358.73,Hold Price,117.08,68158.7
PROD_1258,Home & Living,299.4,384.74,74,193,371.26,371.26,Hold Price,71.86,71653.18
PROD_1259,Home & Living,111.71,306.02,142,235,137.28,137.28,Hold Price,25.57,32260.8
PROD_1260,Home & Living,232.48,216.1,71,274,320.22,320.22,Hold Price,87.74,87740.28
PROD_1261,Apparel,126.56,194.12,7,287,222.69,199.94,Increase (High Demand / Low Stock),73.38,57382.78
PROD_1262,Sports,149.16,298.17,85,406,225.82,225.82,Hold Price,76.66,91682.92
PROD_1263,Electronics,191.98,252.26,53,98,261.68,261.68,Hold Price,69.7,25644.64
PROD_1264,Beauty,263.37,42.09,4,185,379.12,302.88,Floor Protected (Min: $302.88),39.51,56032.8
PROD_1265,Electronics,295.38,237.94,82,27,460.54,460.54,Hold Price,165.16,12434.58
PROD_1266,Beauty,232.8,365.79,64,380,370.56,370.56,Hold Price,137.76,140812.8
PROD_1267,Electronics,131.15,214.77,50,469,169.49,169.49,Hold Price,38.34,79490.81
PROD_1268,Sports,132.19,37.6,77,433,236.12,236.12,Hold Price,103.93,102239.96
PROD_1269,Beauty,223.9,357.03,113,410,341.86,341.86,Hold Price,117.96,140162.6
PROD_1270,Apparel,79.25,102.59,176,408,101.55,101.55,Hold Price,22.3,41432.4
PROD_1271,Electronics,42.04,127.5,110,115,72.99,72.99,Hold Price,30.95,8393.85
PROD_1272,Electronics,112.84,86.65,184,280,140.46,129.77,Floor Protected (Min: $129.77),16.93,36335.6
PROD_1273,Beauty,93.3,158.64,193,472,162.78,157.64,Match & Undercut,64.34,74406.08
PROD_1274,Apparel,95.93,344.19,66,328,172.48,172.48,Hold Price,76.55,56573.44
PROD_1275,Apparel,77.75,240.93,82,176,125.98,125.98,Hold Price,48.23,22172.48
PROD_1276,Sports,22.21,104.12,196,22,36.92,36.92,Hold Price,14.71,812.24
PROD_1277,Apparel,15.18,396.86,16,346,21.29,21.29,Hold Price,6.11,7366.34
PROD_1278,Apparel,296.44,397.62,101,41,523.2,396.62,Match & Undercut,100.18,16261.42
PROD_1279,Apparel,134.05,393.7,33,402,203.46,203.46,Hold Price,69.41,81790.92
PROD_1280,Home & Living,121.45,118.88,97,49,199.11,199.11,Hold Price,77.66,9756.39
PROD_1281,Sports,207.1,211.29,129,157,363.35,238.16,Floor Protected (Min: $238.16),31.06,37391.12
